job_title,years_of_experience,location,education_level,company_size,skills,salary_usd
Machine Learning Researcher,0,Singapore,PhD,Large,"Git, R, Tableau, MLOps",85896
AI Consultant,0,Norway,PhD,Small,"Statistics, Linux, AWS, SQL",64038
Data Analyst,1,Singapore,Master,Small,"SQL, Deep Learning, Linux, Computer Vision",58687
Data Scientist,12,Canada,Master,Large,"Tableau, Java, R, Data Visualization",181731
Research Scientist,3,Japan,Master,Large,"R, Mathematics, Docker",63529
NLP Engineer,9,Finland,PhD,Small,"Python, Kubernetes, AWS",91958
AI Consultant,19,Denmark,Master,Small,"Hadoop, Kubernetes, PyTorch, GCP, AWS",172149
Data Analyst,3,Denmark,Bachelor,Medium,"Computer Vision, AWS, Kubernetes, Data Visualization",137939
AI Product Manager,8,Canada,Bachelor,Large,"Python, Computer Vision, MLOps, Kubernetes",150174
Head of AI,3,Finland,PhD,Medium,"AWS, Scala, Data Visualization, MLOps",68735
Deep Learning Engineer,3,South Korea,PhD,Small,"Python, TensorFlow, PyTorch",69188
Principal Data Scientist,3,Denmark,Bachelor,Large,"Kubernetes, Tableau, Linux, Statistics",149223
NLP Engineer,5,Norway,Associate,Medium,"Python, Linux, Data Visualization, SQL",145608
Machine Learning Researcher,11,Israel,Associate,Large,"Scala, Tableau, Git, PyTorch, AWS",144602
Machine Learning Researcher,14,Ireland,Master,Small,"NLP, Azure, Scala",120318
Head of AI,1,United States,PhD,Medium,"NLP, Statistics, Python, Spark, MLOps",70814
Data Scientist,16,Switzerland,Master,Small,"SQL, Azure, TensorFlow, Deep Learning, Docker",290652
Data Analyst,4,Netherlands,Master,Large,"Kubernetes, MLOps, PyTorch, Spark",140962.77
NLP Engineer,4,China,Associate,Small,"Statistics, GCP, Scala",61033
AI Product Manager,18,South Korea,Associate,Medium,"PyTorch, R, TensorFlow, Computer Vision",169635
NLP Engineer,4,Japan,Master,Small,"Data Visualization, Python, Hadoop, TensorFlow",69137
Machine Learning Researcher,15,United Kingdom,Associate,Small,"Python, Spark, Kubernetes, GCP",278085.15
ML Ops Engineer,19,Singapore,PhD,Large,"Docker, PyTorch, NLP, Tableau",179955
Machine Learning Engineer,9,Japan,PhD,Medium,"Linux, NLP, Java, Python, Spark",73465
Data Analyst,13,Norway,PhD,Medium,"Mathematics, Kubernetes, SQL",212387
AI Architect,11,United States,Bachelor,Large,"Java, Deep Learning, MLOps",218302
Machine Learning Researcher,2,Denmark,Associate,Medium,"Java, Python, MLOps, Docker",109045
AI Architect,7,Australia,Associate,Small,"Tableau, AWS, Kubernetes, PyTorch",92437
Computer Vision Engineer,14,Germany,Associate,Medium,"Linux, Deep Learning, Spark, Statistics",243925.11
Head of AI,3,Switzerland,Associate,Small,"Data Visualization, Python, Mathematics, Computer Vision",102222
Robotics Engineer,2,Ireland,Master,Medium,"Scala, Git, Data Visualization, Deep Learning",74575
Autonomous Systems Engineer,1,Finland,Associate,Large,"Data Visualization, TensorFlow, SQL, Deep Learning",58444
Head of AI,0,India,Bachelor,Medium,"Linux, Java, SQL, Hadoop",44217
Deep Learning Engineer,18,Austria,Master,Small,"Python, MLOps, NLP, TensorFlow, Hadoop",140780
AI Product Manager,1,Japan,Bachelor,Medium,"MLOps, SQL, PyTorch, Kubernetes, TensorFlow",36162
Data Engineer,17,Ireland,Associate,Small,"SQL, R, Statistics, Spark, Linux",96386
Autonomous Systems Engineer,2,South Korea,Bachelor,Large,"SQL, Kubernetes, Spark, AWS, Mathematics",85289
NLP Engineer,1,Israel,Master,Small,"Python, Java, Data Visualization, TensorFlow, Computer Vision",51287
AI Research Scientist,1,Australia,Bachelor,Medium,"GCP, NLP, Computer Vision, Azure",69049
AI Research Scientist,7,Switzerland,Bachelor,Medium,"Java, NLP, Scala",197658
AI Product Manager,10,Germany,Bachelor,Medium,"Python, TensorFlow, NLP, Computer Vision",223191.54
AI Software Engineer,4,Sweden,Associate,Medium,"Scala, Java, Spark, Linux",75341
AI Research Scientist,3,Singapore,PhD,Small,"Data Visualization, Tableau, Python, Mathematics",79135
Autonomous Systems Engineer,0,Finland,PhD,Medium,"SQL, Kubernetes, PyTorch",51320
Machine Learning Researcher,12,Germany,Master,Large,"Spark, Python, Kubernetes, Docker",338984.1
Research Scientist,5,Netherlands,Associate,Medium,"Python, Docker, Spark, Computer Vision, TensorFlow",135691.92
Data Scientist,3,Austria,PhD,Large,"Spark, PyTorch, MLOps, Git, Statistics",63160
Computer Vision Engineer,1,United States,Bachelor,Large,"Data Visualization, Kubernetes, Tableau, Java, AWS",88754
Research Scientist,2,Canada,Bachelor,Medium,"R, GCP, Tableau, Linux",88983
Deep Learning Engineer,7,Sweden,PhD,Medium,"PyTorch, NLP, Kubernetes",149377
NLP Engineer,9,United States,Bachelor,Small,"GCP, Azure, Computer Vision, SQL, Spark",146811
Autonomous Systems Engineer,12,South Korea,PhD,Large,"AWS, Mathematics, Data Visualization, Scala, SQL",133363
Data Analyst,1,Ireland,Associate,Small,"Docker, Git, Python",43857
Research Scientist,1,South Korea,PhD,Medium,"Docker, Kubernetes, Tableau, GCP, Deep Learning",45821
AI Architect,9,Switzerland,Associate,Small,"SQL, Deep Learning, Computer Vision, R",185835
AI Specialist,17,Netherlands,Bachelor,Medium,"Computer Vision, NLP, PyTorch, Linux, Azure",265297.5
Data Scientist,7,Germany,Associate,Small,"Hadoop, AWS, NLP, Statistics, TensorFlow",120120.39
Data Engineer,5,Singapore,Bachelor,Large,"MLOps, Kubernetes, Tableau, Deep Learning",159039
AI Specialist,7,Australia,PhD,Large,"PyTorch, MLOps, GCP, Spark",129496
ML Ops Engineer,3,India,Bachelor,Small,"R, Azure, Tableau, Statistics",54859
AI Specialist,0,Australia,Bachelor,Medium,"PyTorch, Kubernetes, Spark, Deep Learning, Mathematics",53092
ML Ops Engineer,1,Finland,Master,Small,"TensorFlow, Data Visualization, Java, MLOps, Hadoop",45076
AI Research Scientist,2,United States,PhD,Medium,"Deep Learning, Azure, Kubernetes",90650
AI Research Scientist,6,China,Associate,Small,"AWS, Deep Learning, Linux, Python",68816
Robotics Engineer,0,Switzerland,Associate,Small,"R, PyTorch, GCP, Azure",68543
Head of AI,0,Canada,Associate,Small,"TensorFlow, Git, Data Visualization, Deep Learning, Mathematics",48432
Robotics Engineer,3,United Kingdom,Master,Medium,"Scala, Azure, Mathematics, Statistics",129631.05
Machine Learning Researcher,19,India,Associate,Small,"SQL, Git, Linux",107527
ML Ops Engineer,0,Australia,Bachelor,Small,"Docker, Kubernetes, Azure",54485
Robotics Engineer,11,Australia,Master,Medium,"MLOps, Git, PyTorch, Kubernetes, TensorFlow",141726
Principal Data Scientist,9,United Kingdom,Master,Medium,"Python, Mathematics, PyTorch, Computer Vision",208037.7
Machine Learning Researcher,1,Netherlands,Bachelor,Small,"GCP, Scala, Git, SQL",59450.04
Robotics Engineer,1,Netherlands,Bachelor,Medium,"Tableau, PyTorch, Linux, NLP",87806.16
Computer Vision Engineer,1,France,PhD,Medium,"Docker, Spark, Computer Vision",84827.34
Principal Data Scientist,1,France,Associate,Small,"PyTorch, Computer Vision, AWS, Git, MLOps",54320.76
Head of AI,15,Germany,Associate,Small,"GCP, Deep Learning, SQL, NLP",265809.96
Machine Learning Engineer,0,China,Bachelor,Medium,"Deep Learning, R, Linux",37520
Data Engineer,0,China,Bachelor,Medium,"Linux, NLP, TensorFlow, Mathematics, Tableau",39047
AI Research Scientist,0,Ireland,Master,Medium,"Git, Linux, Docker, Python, Azure",40733
Data Engineer,17,Austria,Bachelor,Large,"R, Statistics, PyTorch, Kubernetes, Deep Learning",171822
Computer Vision Engineer,10,Germany,Associate,Large,"Mathematics, Scala, AWS",289780.92
AI Software Engineer,1,Canada,Bachelor,Large,"Kubernetes, Git, Linux, GCP, Scala",80386
Head of AI,1,Japan,Master,Medium,"Java, Hadoop, NLP, PyTorch",45837
AI Product Manager,0,France,PhD,Medium,"Mathematics, Computer Vision, SQL",71781.84
Robotics Engineer,0,Netherlands,Associate,Medium,"Hadoop, AWS, Azure",89235.9
AI Product Manager,6,United Kingdom,PhD,Large,"AWS, Linux, Python, TensorFlow, Deep Learning",246198.15
AI Product Manager,6,Australia,Master,Large,"MLOps, Deep Learning, SQL, AWS",156230
Deep Learning Engineer,1,Austria,PhD,Small,"Computer Vision, Python, TensorFlow, Tableau",35773
AI Product Manager,2,Austria,Bachelor,Large,"Java, Mathematics, Kubernetes, Statistics",62750
Machine Learning Researcher,2,Finland,PhD,Large,"Python, Deep Learning, Computer Vision, R",69148
Data Scientist,5,Singapore,Bachelor,Small,"Spark, PyTorch, Hadoop, Deep Learning",117408
Research Scientist,7,India,PhD,Small,"PyTorch, Statistics, Kubernetes",77209
Research Scientist,9,Finland,Associate,Medium,"TensorFlow, Python, Deep Learning, R, Mathematics",102512
Head of AI,1,Ireland,Associate,Medium,"Python, TensorFlow, Hadoop, Deep Learning",47218
AI Specialist,0,Denmark,Bachelor,Medium,"GCP, TensorFlow, MLOps",94936
NLP Engineer,9,Denmark,Associate,Small,"R, Python, Scala, Git",143546
Data Scientist,3,South Korea,PhD,Medium,"Hadoop, SQL, PyTorch, Tableau",54080
Research Scientist,0,Ireland,Associate,Small,"R, TensorFlow, SQL",44785
Computer Vision Engineer,3,Israel,Associate,Medium,"Linux, NLP, AWS",73994
ML Ops Engineer,19,Australia,Bachelor,Large,"TensorFlow, R, Python, Mathematics",159550
AI Software Engineer,15,India,PhD,Medium,"Azure, SQL, Deep Learning, Python, NLP",172647
AI Research Scientist,9,China,PhD,Large,"Git, Docker, Computer Vision, Python, TensorFlow",103098
AI Research Scientist,1,Austria,PhD,Medium,"GCP, Linux, Java, Git",46043
Machine Learning Researcher,4,France,Bachelor,Medium,"AWS, Python, Scala, Hadoop",111670.65
Data Scientist,12,Germany,Bachelor,Large,"Computer Vision, Python, TensorFlow",296208.9
AI Research Scientist,2,Norway,Bachelor,Medium,"R, Hadoop, Computer Vision",138053
AI Specialist,2,Denmark,PhD,Medium,"R, SQL, Azure, Git, Computer Vision",110810
AI Product Manager,4,Austria,Bachelor,Small,"AWS, R, Mathematics",57881
Autonomous Systems Engineer,4,Norway,Bachelor,Small,"TensorFlow, PyTorch, SQL, Python",116171
Data Engineer,18,Austria,Bachelor,Large,"Python, R, TensorFlow, Kubernetes",172216
Research Scientist,2,Germany,Master,Large,"Git, Data Visualization, Python",116282.79
AI Architect,2,Singapore,Associate,Small,"Computer Vision, Docker, TensorFlow",90046
Machine Learning Engineer,7,United States,Bachelor,Small,"Java, Azure, Computer Vision, PyTorch",158140
Head of AI,2,Singapore,Bachelor,Large,"PyTorch, MLOps, Docker, Scala, Deep Learning",98664
Machine Learning Engineer,3,Sweden,PhD,Medium,"R, Kubernetes, Tableau, Statistics, GCP",83645
Machine Learning Researcher,0,Netherlands,Associate,Small,"PyTorch, SQL, MLOps, Statistics",68711.76
Machine Learning Engineer,1,Singapore,Associate,Medium,"Spark, Git, Linux, Deep Learning, Kubernetes",63253
AI Product Manager,0,Germany,PhD,Small,"Linux, Deep Learning, Kubernetes, Data Visualization",69192.63
AI Architect,3,India,Master,Large,"Scala, Kubernetes, Tableau, Linux",72592
AI Product Manager,7,Denmark,PhD,Small,"TensorFlow, Python, Mathematics, AWS, Java",149281
AI Specialist,3,Israel,PhD,Large,"Deep Learning, Git, Tableau",80632
Robotics Engineer,0,Denmark,PhD,Large,"Data Visualization, Tableau, Scala",95658
Robotics Engineer,19,Singapore,PhD,Large,"Deep Learning, Docker, Python, SQL",254439
AI Architect,8,Australia,PhD,Large,"Python, Computer Vision, Kubernetes",125104
AI Research Scientist,2,Canada,Associate,Large,"Azure, Java, MLOps, SQL, Computer Vision",90436
AI Research Scientist,6,Japan,PhD,Small,"Spark, Hadoop, Data Visualization",97198
Deep Learning Engineer,1,Canada,PhD,Large,"Computer Vision, Python, Linux, NLP",68574
Data Scientist,0,Netherlands,Bachelor,Medium,"Kubernetes, R, NLP",64957.23
Robotics Engineer,11,Denmark,Bachelor,Large,"Python, AWS, Java, Kubernetes, Data Visualization",207081
Data Analyst,0,South Korea,Associate,Small,"Kubernetes, Computer Vision, R, PyTorch, Azure",38617
AI Consultant,9,Singapore,PhD,Small,"Java, Tableau, TensorFlow, SQL, Linux",139405
AI Specialist,2,Germany,PhD,Small,"Statistics, GCP, Spark, MLOps, Mathematics",112578.57
Data Engineer,7,Norway,Associate,Large,"Hadoop, Python, TensorFlow, Azure, Linux",221935
Machine Learning Researcher,8,United Kingdom,PhD,Large,"Hadoop, Docker, Kubernetes",223001.1
AI Architect,6,Finland,Associate,Medium,"Spark, Linux, R",81673
AI Research Scientist,5,Denmark,Bachelor,Medium,"Python, Azure, Tableau, Hadoop, Scala",170662
AI Specialist,6,Norway,PhD,Large,"AWS, Azure, TensorFlow",227344
Machine Learning Engineer,1,Singapore,Associate,Medium,"Python, Tableau, Mathematics",58594
Robotics Engineer,19,Israel,Associate,Medium,"Deep Learning, Hadoop, Data Visualization, Java, Python",102109
Data Engineer,19,Finland,Master,Small,"Data Visualization, GCP, Tableau, MLOps",131212
AI Consultant,3,Norway,PhD,Large,"Azure, SQL, Docker, Statistics, MLOps",148515
AI Specialist,0,China,PhD,Small,"Java, Mathematics, Spark",36575
Head of AI,1,South Korea,Associate,Small,"TensorFlow, PyTorch, Data Visualization",47415
Data Engineer,6,Canada,Associate,Large,"Data Visualization, PyTorch, SQL, GCP",118893
Data Analyst,2,Germany,Bachelor,Small,"SQL, Git, Kubernetes, GCP",100679.67
AI Research Scientist,2,Netherlands,PhD,Large,"AWS, Scala, NLP, PyTorch",139178.52
Head of AI,0,Singapore,Bachelor,Medium,"Kubernetes, Scala, Docker, Computer Vision",75434
Research Scientist,2,United States,Associate,Medium,"Azure, Deep Learning, Git, Java",89619
Machine Learning Engineer,14,Norway,Bachelor,Large,"SQL, Linux, Data Visualization",316631
AI Specialist,2,France,Bachelor,Medium,"Azure, Docker, TensorFlow, R",81629.73
Computer Vision Engineer,0,Australia,Associate,Small,"Hadoop, Docker, Kubernetes",55662
AI Software Engineer,7,Austria,Master,Large,"Scala, TensorFlow, Tableau, MLOps, Azure",100143
Machine Learning Engineer,5,South Korea,Master,Large,"Data Visualization, Java, Python",85286
Deep Learning Engineer,3,Australia,Associate,Medium,"Docker, Kubernetes, Azure, Python, MLOps",81478
Computer Vision Engineer,9,United Kingdom,Bachelor,Small,"Python, Docker, AWS, Hadoop",159939.9
AI Software Engineer,0,Finland,PhD,Medium,"Git, Computer Vision, Python, Deep Learning",36434
Robotics Engineer,11,Japan,Master,Large,"Data Visualization, SQL, Computer Vision",180553
Data Scientist,4,Denmark,Associate,Large,"Python, Java, TensorFlow",131327
AI Product Manager,9,Sweden,Master,Medium,"Java, Linux, Git, Data Visualization",121664
Machine Learning Engineer,2,France,Master,Large,"GCP, Mathematics, R",139208.94
AI Specialist,5,Germany,Bachelor,Medium,"NLP, Data Visualization, PyTorch, MLOps, TensorFlow",159141.06
AI Research Scientist,0,India,Master,Small,"SQL, Git, Spark, Deep Learning",36828
Robotics Engineer,6,Canada,PhD,Small,"Linux, Git, MLOps, Azure, PyTorch",111104
AI Architect,0,India,PhD,Small,"Linux, Python, SQL, GCP",33918
Autonomous Systems Engineer,6,Austria,PhD,Medium,"Git, Scala, Tableau",98090
Data Engineer,1,Norway,PhD,Large,"PyTorch, AWS, Data Visualization",115971
AI Consultant,0,Germany,PhD,Small,"Hadoop, Java, Mathematics, TensorFlow",64911.6
Head of AI,16,Japan,PhD,Large,"Azure, Kubernetes, NLP",194667
Data Engineer,1,Switzerland,Master,Medium,"Git, Python, AWS",105256
Data Scientist,0,China,Associate,Small,"Python, NLP, SQL",34951
Robotics Engineer,2,Singapore,PhD,Medium,"GCP, Git, Mathematics, PyTorch, Data Visualization",81122
Deep Learning Engineer,3,United Kingdom,Master,Large,"Docker, Statistics, Python, Mathematics",120478.05
Machine Learning Engineer,3,Netherlands,PhD,Medium,"Spark, Scala, PyTorch",116706.33
Data Engineer,6,Singapore,Bachelor,Small,"Tableau, Linux, Azure",105448
AI Product Manager,8,Ireland,Associate,Medium,"SQL, Hadoop, Scala, PyTorch, Linux",99427
Data Analyst,5,Ireland,PhD,Small,"Python, Kubernetes, Computer Vision, Statistics, Git",86650
NLP Engineer,3,Denmark,PhD,Small,"Computer Vision, MLOps, Docker, Java",88920
AI Architect,5,Australia,PhD,Medium,"GCP, Computer Vision, Scala, Mathematics, Data Visualization",107584
Principal Data Scientist,16,France,Associate,Large,"NLP, TensorFlow, Git, Computer Vision, Hadoop",303961.32
Head of AI,18,Israel,Master,Large,"SQL, Java, Mathematics, Deep Learning",147454
ML Ops Engineer,3,Denmark,PhD,Small,"Statistics, SQL, Hadoop, GCP, Spark",100371
AI Software Engineer,16,Japan,Bachelor,Large,"Mathematics, Linux, Kubernetes, Computer Vision, Deep Learning",187912
Robotics Engineer,2,Japan,Master,Large,"R, Deep Learning, TensorFlow",63116
Head of AI,4,United Kingdom,Bachelor,Medium,"Hadoop, Computer Vision, Spark, Deep Learning",153412.65
Computer Vision Engineer,7,Canada,Associate,Medium,"SQL, Git, TensorFlow",102177
Machine Learning Researcher,2,Israel,Associate,Small,"Scala, Hadoop, Java, AWS, R",66299
ML Ops Engineer,2,Israel,Associate,Small,"Deep Learning, Kubernetes, MLOps, AWS",64530
Data Analyst,3,Finland,Associate,Large,"Python, Deep Learning, Data Visualization, Hadoop",73037
AI Product Manager,4,Ireland,Bachelor,Medium,"NLP, SQL, Git, Scala, Azure",59695
Robotics Engineer,7,India,Master,Large,"Tableau, Linux, AWS, Spark",110374
Deep Learning Engineer,4,United States,Bachelor,Medium,"NLP, Python, Mathematics, SQL",123483
Head of AI,12,Germany,Master,Small,"Python, Deep Learning, TensorFlow, Linux, AWS",200721.69
NLP Engineer,1,Canada,Bachelor,Medium,"Linux, Scala, Tableau, NLP",75235
Deep Learning Engineer,0,Australia,Associate,Medium,"SQL, GCP, Data Visualization",51864
Machine Learning Researcher,3,China,Master,Small,"Statistics, SQL, Computer Vision",50192
AI Research Scientist,0,Netherlands,Master,Small,"SQL, Scala, Deep Learning, PyTorch, Hadoop",86720.4
Deep Learning Engineer,17,Japan,Master,Small,"Hadoop, Python, Scala",155927
Data Analyst,0,Austria,Bachelor,Large,"Data Visualization, SQL, Mathematics, Hadoop, Git",57605
Research Scientist,2,Denmark,PhD,Small,"Deep Learning, SQL, Python",93448
Robotics Engineer,1,Japan,Associate,Small,"Kubernetes, Data Visualization, PyTorch, AWS",39023
Research Scientist,7,Israel,Master,Large,"Deep Learning, SQL, MLOps",89317
AI Product Manager,3,Japan,PhD,Large,"Git, Linux, NLP, Hadoop, Computer Vision",68429
Head of AI,1,Austria,PhD,Small,"Statistics, SQL, Data Visualization",50135
AI Product Manager,15,South Korea,Associate,Small,"Docker, Computer Vision, SQL, Python, GCP",114263
AI Specialist,4,Israel,Master,Medium,"PyTorch, AWS, Computer Vision",69593
NLP Engineer,14,United States,Bachelor,Medium,"Mathematics, Python, PyTorch",290462
Computer Vision Engineer,5,China,Associate,Large,"Computer Vision, Tableau, Python, TensorFlow",113145
ML Ops Engineer,13,Australia,Master,Small,"Scala, Computer Vision, Linux",211106
Autonomous Systems Engineer,8,India,Associate,Medium,"Mathematics, NLP, Scala",74947
AI Product Manager,0,United Kingdom,Master,Small,"MLOps, R, Data Visualization",66306.6
AI Software Engineer,3,Ireland,Associate,Large,"Statistics, Computer Vision, MLOps, Python",64942
NLP Engineer,8,United Kingdom,Master,Medium,"Kubernetes, Hadoop, AWS",157477.5
Data Analyst,3,Austria,PhD,Large,"Spark, PyTorch, TensorFlow",60250
Machine Learning Engineer,4,Austria,Associate,Small,"Deep Learning, Computer Vision, AWS",53961
AI Software Engineer,1,France,Bachelor,Large,"AWS, Hadoop, Computer Vision, Kubernetes",78283.53
AI Research Scientist,1,China,PhD,Medium,"TensorFlow, GCP, Data Visualization, NLP, Python",37939
Deep Learning Engineer,6,Israel,PhD,Large,"TensorFlow, GCP, Spark",84693
Data Scientist,4,Austria,Associate,Large,"PyTorch, TensorFlow, Hadoop, Computer Vision",85181
Head of AI,5,Singapore,Bachelor,Medium,"Python, NLP, TensorFlow, Deep Learning, PyTorch",142625
Principal Data Scientist,16,Finland,PhD,Small,"Python, TensorFlow, Tableau, PyTorch",118921
Research Scientist,2,Canada,Master,Small,"PyTorch, SQL, R, Scala, Computer Vision",86870
AI Research Scientist,19,Singapore,Master,Medium,"Python, Hadoop, Scala, Azure, NLP",157747
AI Product Manager,7,Germany,PhD,Medium,"AWS, SQL, Azure, PyTorch, NLP",132591.42
AI Product Manager,1,Singapore,Associate,Small,"NLP, SQL, R, Kubernetes, MLOps",59746
Robotics Engineer,1,United Kingdom,Bachelor,Small,"R, Linux, Kubernetes",99019.8
AI Product Manager,1,Singapore,Associate,Medium,"Deep Learning, Python, Computer Vision, TensorFlow",74807
Computer Vision Engineer,3,Canada,Bachelor,Small,"NLP, Linux, Spark, Mathematics, Git",76568
Data Scientist,10,India,PhD,Medium,"TensorFlow, Python, Java, PyTorch, Computer Vision",124439
Data Scientist,3,India,PhD,Medium,"Python, Data Visualization, TensorFlow",51234
ML Ops Engineer,8,Israel,PhD,Small,"GCP, Azure, AWS, Tableau",74756
AI Architect,9,Canada,Master,Large,"Python, Tableau, Hadoop",135056
AI Specialist,0,China,Associate,Large,"Spark, Linux, PyTorch",46673
AI Research Scientist,1,Australia,Associate,Medium,"MLOps, R, GCP, Deep Learning, Hadoop",76538
Robotics Engineer,8,Australia,Master,Small,"Scala, Deep Learning, NLP, SQL",113796
AI Consultant,9,Singapore,Bachelor,Small,"Computer Vision, Python, Java, GCP",119747
AI Software Engineer,0,Sweden,Bachelor,Medium,"Spark, Kubernetes, AWS, R, NLP",71243
Data Analyst,6,India,PhD,Small,"Azure, MLOps, Spark",79247
Computer Vision Engineer,15,Germany,Bachelor,Small,"SQL, Deep Learning, Git, PyTorch",207090
Computer Vision Engineer,0,Netherlands,PhD,Large,"Python, Java, Kubernetes",75858.12
Robotics Engineer,4,Israel,Bachelor,Medium,"Mathematics, Kubernetes, Statistics, Git",73695
Robotics Engineer,9,Norway,Master,Medium,"SQL, Statistics, TensorFlow",166191
Deep Learning Engineer,0,Sweden,Bachelor,Large,"Statistics, R, TensorFlow",79331
Robotics Engineer,19,France,PhD,Small,"Git, Java, Deep Learning, Hadoop",173367.09
Data Analyst,3,Australia,Bachelor,Small,"Tableau, GCP, Statistics, Computer Vision, SQL",89802
ML Ops Engineer,15,United States,Master,Large,"Java, Linux, AWS",222864
Autonomous Systems Engineer,3,India,PhD,Large,"PyTorch, Linux, Statistics, AWS, TensorFlow",69607
AI Architect,4,Canada,Master,Small,"AWS, Deep Learning, Spark",76328
Machine Learning Researcher,17,United States,Master,Medium,"Linux, Git, Deep Learning, Java, Mathematics",217171
NLP Engineer,2,Netherlands,Associate,Large,"Spark, R, Deep Learning, Kubernetes",151479.9
AI Architect,3,Austria,Master,Small,"Mathematics, Python, NLP, Scala, TensorFlow",65830
Head of AI,4,Netherlands,PhD,Small,"TensorFlow, MLOps, Deep Learning, Java",110549.79
Autonomous Systems Engineer,19,Austria,Master,Medium,"Deep Learning, TensorFlow, Python",143437
Autonomous Systems Engineer,3,Ireland,PhD,Large,"PyTorch, Computer Vision, Scala, Deep Learning, Linux",77525
Research Scientist,5,South Korea,PhD,Medium,"Python, PyTorch, Spark, Docker",102564
Principal Data Scientist,11,Ireland,Master,Medium,"Python, SQL, Java",103199
ML Ops Engineer,19,Norway,Master,Large,"Tableau, Hadoop, Linux, Computer Vision",344922
Computer Vision Engineer,9,China,Associate,Large,"Azure, Tableau, Python",83109
Data Engineer,9,China,PhD,Small,"SQL, Java, Hadoop, Azure",85162
AI Software Engineer,1,United Kingdom,Associate,Large,"PyTorch, MLOps, TensorFlow, Git",90865.8
Principal Data Scientist,0,China,Master,Medium,"SQL, PyTorch, GCP, Data Visualization, Spark",51334
AI Software Engineer,3,Israel,Master,Small,"Azure, Hadoop, Tableau",57272
AI Software Engineer,2,France,Associate,Large,"Mathematics, NLP, TensorFlow, Spark",122245.11
AI Specialist,9,Singapore,PhD,Small,"TensorFlow, SQL, AWS, Deep Learning, Linux",125776
NLP Engineer,4,United States,Master,Small,"MLOps, AWS, Scala, TensorFlow, SQL",85711
AI Specialist,13,Norway,Bachelor,Large,"R, Statistics, Computer Vision",234902
AI Software Engineer,4,South Korea,Master,Medium,"PyTorch, Git, Spark",64408
NLP Engineer,1,Israel,Master,Small,"Statistics, PyTorch, MLOps, Tableau, GCP",44954
Data Engineer,9,South Korea,Associate,Small,"R, SQL, GCP",81413
Machine Learning Engineer,3,Austria,Bachelor,Large,"Kubernetes, Hadoop, SQL, GCP, Tableau",74019
Principal Data Scientist,1,South Korea,Master,Small,"Kubernetes, GCP, SQL, Python",48697
Computer Vision Engineer,0,Australia,PhD,Small,"PyTorch, Linux, Azure, Deep Learning",60160
Machine Learning Engineer,1,China,PhD,Medium,"PyTorch, Hadoop, Kubernetes",53771
AI Research Scientist,11,United Kingdom,Master,Medium,"Spark, Git, R, Hadoop",196832.7
Autonomous Systems Engineer,19,France,PhD,Large,"Azure, TensorFlow, Python",271537.11
AI Product Manager,10,Israel,Master,Large,"Tableau, Java, Data Visualization, Statistics, Deep Learning",128893
AI Software Engineer,7,Norway,Bachelor,Medium,"R, SQL, Statistics, Deep Learning",153466
AI Product Manager,2,India,PhD,Large,"Mathematics, PyTorch, Hadoop, Scala",88854
Machine Learning Engineer,8,Norway,Master,Large,"PyTorch, Docker, Spark",213403
AI Product Manager,19,China,PhD,Large,"R, Scala, Computer Vision, Statistics",159800
Autonomous Systems Engineer,2,Israel,Bachelor,Large,"Linux, Scala, Tableau",64718
Data Engineer,4,India,Associate,Large,"Java, R, SQL, Deep Learning",82352
AI Research Scientist,7,France,PhD,Small,"TensorFlow, R, GCP",129833.73
Machine Learning Researcher,6,United States,PhD,Medium,"Python, Deep Learning, Data Visualization",162756
AI Consultant,4,Ireland,PhD,Large,"Azure, SQL, Deep Learning, MLOps, PyTorch",86771
Data Analyst,1,Canada,PhD,Small,"NLP, Tableau, Linux, Azure",66047
AI Consultant,4,Finland,Associate,Large,"Linux, AWS, Statistics, MLOps, SQL",71647
AI Consultant,19,Switzerland,PhD,Large,"Linux, Python, Kubernetes, TensorFlow, Docker",235961
Data Engineer,2,Netherlands,Master,Large,"Azure, Git, R",106577.64
AI Consultant,3,Denmark,Associate,Large,"Linux, Python, Tableau, Git, NLP",124742
Research Scientist,1,Denmark,Associate,Large,"Kubernetes, Scala, AWS, Computer Vision, Java",112880
ML Ops Engineer,11,South Korea,PhD,Large,"Mathematics, Git, Scala, R",205568
Head of AI,17,Austria,Master,Large,"R, Kubernetes, Data Visualization, Java",175555
Research Scientist,5,Germany,Associate,Small,"Statistics, Spark, Python, AWS, Computer Vision",122145.66
Head of AI,16,Norway,Associate,Medium,"AWS, SQL, PyTorch, Statistics",254898
Robotics Engineer,4,Netherlands,Bachelor,Small,"Java, Spark, MLOps, Docker, Python",104792.22
Research Scientist,18,Norway,Master,Large,"R, Git, NLP",339526
Data Analyst,11,Singapore,Bachelor,Medium,"Spark, Python, TensorFlow, Data Visualization",179320
Autonomous Systems Engineer,0,Israel,Master,Small,"GCP, Tableau, TensorFlow, Docker",50393
AI Software Engineer,16,Finland,PhD,Small,"Docker, Kubernetes, GCP",142185
AI Specialist,2,Singapore,PhD,Medium,"Scala, Computer Vision, Kubernetes, Docker, R",78094
Autonomous Systems Engineer,9,Sweden,Associate,Large,"R, Python, Linux",159473
AI Consultant,3,United Kingdom,Associate,Large,"Kubernetes, SQL, Data Visualization, NLP",141195.15
